"package_key";"type";"key";"value";
"intranet-core";"category";"Intranet Department Planner Project Priority.2 - Very High Priority";"t";
"intranet-core";"category";"Intranet Department Planner Project Priority.3 - High Priority";"t";
"intranet-core";"category";"Intranet Department Planner Project Priority.4 - Medium High Priority";"t";
"intranet-core";"category";"Intranet Department Planner Project Priority.5 - Average Priority";"t";
"intranet-core";"category";"Intranet Department Planner Project Priority.6 - Medium Low Priority";"t";
"intranet-core";"category";"Intranet Department Planner Project Priority.7 - Low Priority";"t";
"intranet-core";"category";"Intranet Department Planner Project Priority.8 - Very Low Priority";"t";
"intranet-core";"category";"Intranet Department Planner Project Priority.9 - Lowest Priority";"t";
"intranet-core";"category";"Intranet DynField Storage Type.date";"t";
"intranet-core";"category";"Intranet DynField Storage Type.multimap";"t";
"intranet-core";"category";"Intranet DynField Storage Type.time";"t";
"intranet-core";"category";"Intranet DynField Storage Type.value";"t";
"intranet-core";"category";"Intranet DynField Storage Type.value_with_mime_type";"t";
"intranet-core";"category";"Intranet DynView Type.Ajax";"t";
"intranet-core";"category";"Intranet DynView Type.Backup";"t";
"intranet-core";"category";"Intranet DynView Type.ObjectList";"t";
"intranet-core";"category";"Intranet DynView Type.ObjectView";"t";
"intranet-core";"category";"Intranet Employee Pipeline State.Active";"t";
"intranet-core";"category";"Intranet Employee Pipeline State.Approved Test";"t";
"intranet-core";"category";"Intranet Employee Pipeline State.Aproved Translation Test";"t";
"intranet-core";"category";"Intranet Employee Pipeline State.Deleted";"t";
"intranet-core";"category";"Intranet Employee Pipeline State.Failed Test";"t";
"intranet-core";"category";"Intranet Employee Pipeline State.Failed Translation Test";"t";
"intranet-core";"category";"Intranet Employee Pipeline State.Past";"t";
"intranet-core";"category";"Intranet Employee Pipeline State.Potential";"t";
"intranet-core";"category";"Intranet Employee Pipeline State.Received Test";"t";
"intranet-core";"category";"Intranet Employee Pipeline State.Received Translation Test";"t";
"intranet-core";"category";"Intranet Expense Payment Type.Cash";"t";
"intranet-core";"category";"Intranet Expense Payment Type.Company Visa 1";"t";
"intranet-core";"category";"Intranet Expense Payment Type.Company Visa 2";"t";
"intranet-core";"category";"Intranet Expense Payment Type.PayPal tigerpond@tigerpond.com";"t";
"intranet-core";"category";"Intranet Expense Type.Airfare";"t";
"intranet-core";"category";"Intranet Expense Type.Copies";"t";
"intranet-core";"category";"Intranet Expense Type.Fuel";"t";
"intranet-core";"category";"Intranet Expense Type.Hotel";"t";
"intranet-core";"category";"Intranet Expense Type.Km own car";"t";
"intranet-core";"category";"Intranet Expense Type.Meals";"t";
"intranet-core";"category";"Intranet Expense Type.Office Material";"t";
"intranet-core";"category";"Intranet Expense Type.Other";"t";
"intranet-core";"category";"Intranet Expense Type.Parking";"t";
"intranet-core";"category";"Intranet Expense Type.Taxi";"t";
"intranet-core";"category";"Intranet Expense Type.Telephone";"t";
"intranet-core";"category";"Intranet Expense Type.Tolls";"t";
"intranet-core";"category";"Intranet Expense Type.Train";"t";
"intranet-core";"category";"Intranet Experience Level.High";"t";
"intranet-core";"category";"Intranet Experience Level.Low";"t";
"intranet-core";"category";"Intranet Experience Level.Medium";"t";
"intranet-core";"category";"Intranet Experience Level.Unconfirmed";"t";
"intranet-core";"category";"Intranet File Action Type.download";"t";
"intranet-core";"category";"Intranet File Action Type.upload";"t";
"intranet-core";"category";"Intranet Freelance RFQ Answer Status.Canceled";"t";
"intranet-core";"category";"Intranet Freelance RFQ Answer Status.Closed";"t";
"intranet-core";"category";"Intranet Freelance RFQ Answer Status.Confirmed";"t";
"intranet-core";"category";"Intranet Freelance RFQ Answer Status.Declined";"t";
"intranet-core";"category";"Intranet Freelance RFQ Answer Status.Deleted";"t";
"intranet-core";"category";"Intranet Freelance RFQ Answer Status.Invited";"t";
"intranet-core";"category";"Intranet Freelance RFQ Answer Type.Default";"t";
"intranet-core";"category";"Intranet Freelance RFQ Overall Status.Not OK";"t";
"intranet-core";"category";"Intranet Freelance RFQ Overall Status.OK";"t";
"intranet-core";"category";"Intranet Freelance RFQ Status.Canceled";"t";
"intranet-core";"category";"Intranet Freelance RFQ Status.Closed";"t";
"intranet-core";"category";"Intranet Freelance RFQ Status.Deleted";"t";
"intranet-core";"category";"Intranet Freelance RFQ Status.Open";"t";
"intranet-core";"category";"Intranet Freelance RFQ Type.Request for Availability";"t";
"intranet-core";"category";"Intranet Freelance RFQ Type.Request for Quotation";"t";
"intranet-core";"category";"Intranet Freelance RFQ Type.Reverse Auction";"t";
"intranet-core";"category";"Intranet Hiring Source.Personal Contact";"t";
"intranet-core";"category";"Intranet Hiring Source.Web Site";"t";
"intranet-core";"category";"Intranet Indicator Section.Customer Management";"t";
"intranet-core";"category";"Intranet Indicator Section.Financial Management";"t";
"intranet-core";"category";"Intranet Indicator Section.Helpdesk";"t";
"intranet-core";"category";"Intranet Indicator Section.Human Resources Management";"t";
"intranet-core";"category";"Intranet Indicator Section.Knowledge Management";"t";
"intranet-core";"category";"Intranet Indicator Section.Other";"t";
"intranet-core";"category";"Intranet Indicator Section.Project Management";"t";
"intranet-core";"category";"Intranet Indicator Section.SLA Management";"t";
"intranet-core";"category";"Intranet Indicator Section.System Usage";"t";
"intranet-core";"category";"Intranet Indicator Section.Timesheet Management";"t";
"intranet-core";"category";"Intranet Indicator Section.Translation Project Management";"t";
"intranet-core";"category";"Intranet Indicator Section.Translation Provider Management";"t";
"intranet-core";"category";"Intranet Investment Status.Active";"t";
"intranet-core";"category";"Intranet Investment Status.Amortized";"t";
"intranet-core";"category";"Intranet Investment Status.Deleted";"t";
"intranet-core";"category";"Intranet Investment Type.Computer Hardware";"t";
"intranet-core";"category";"Intranet Investment Type.Computer Software";"t";
"intranet-core";"category";"Intranet Investment Type.Office Furniture";"t";
"intranet-core";"category";"Intranet Investment Type.Other";"t";
"intranet-core";"category";"Intranet Invoice Canned Note.Dummy Canned Note";"t";
"intranet-core";"category";"Intranet Invoice Payment Method.ABC-Bank EUR";"t";
"intranet-core";"category";"Intranet Invoice Payment Method.Caja Ahorros EUR";"t";
"intranet-core";"category";"Intranet Invoice Payment Method.Cash";"t";
"intranet-core";"category";"Intranet Invoice Payment Method.Cheque EUR";"t";
"intranet-core";"category";"Intranet Invoice Payment Method.Cheque USD";"t";
"intranet-core";"category";"Intranet Invoice Payment Method.Undefined";"t";
"intranet-core";"category";"Intranet Invoice Status.Created";"t";
"intranet-core";"category";"Intranet Invoice Status.Deleted";"t";
"intranet-core";"category";"Intranet Invoice Status.Filed";"t";
"intranet-core";"category";"Intranet Invoice Status.In Process";"t";
"intranet-core";"category";"Intranet Invoice Status.Outstanding";"t";
"intranet-core";"category";"Intranet Invoice Status.Paid";"t";
"intranet-core";"category";"Intranet Invoice Status.Partially Paid";"t";
"intranet-core";"category";"Intranet Invoice Status.Past Due";"t";
"intranet-core";"category";"Intranet Job Title.Freelance";"t";
"intranet-core";"category";"Intranet Job Title.Linguistic Staff Jr.";"t";
"intranet-core";"category";"Intranet Job Title.Linguistic Staff Sr.";"t";
"intranet-core";"category";"Intranet Job Title.Managing Director";"t";
"intranet-core";"category";"Intranet Job Title.Project Manager Jr.";"t";
"intranet-core";"category";"Intranet Job Title.Project Manager Sr.";"t";
"intranet-core";"category";"Intranet LOC Tool.Catalyst";"t";
"intranet-core";"category";"Intranet LOC Tool.Pasolo ";"t";
"intranet-core";"category";"Intranet Material Status.Active";"t";
"intranet-core";"category";"Intranet Material Status.Inactive";"t";
"intranet-core";"category";"Intranet Material Type.Consulting & Rollout";"t";
"intranet-core";"category";"Intranet Material Type.Generic PM";"t";
"intranet-core";"category";"Intranet Material Type.Licenses";"t";
"intranet-core";"category";"Intranet Material Type.Maintenance";"t";
"intranet-core";"category";"Intranet Material Type.Other";"t";
"intranet-core";"category";"Intranet Material Type.Software Development";"t";
"intranet-core";"category";"Intranet Material Type.Translation";"t";
"intranet-core";"category";"Intranet Material Type.Web Site Development";"t";
"intranet-core";"category";"Intranet Notes Status.Active";"t";
"intranet-core";"category";"Intranet Notes Status.Deleted";"t";
"intranet-core";"category";"Intranet Notes Type.Address";"t";
"intranet-core";"category";"Intranet Notes Type.Email";"t";
"intranet-core";"category";"Intranet Notes Type.Fax";"t";
"intranet-core";"category";"Intranet Notes Type.Ftp";"t";
"intranet-core";"category";"Intranet Notes Type.Http";"t";
"intranet-core";"category";"Intranet Notes Type.Mobile";"t";
"intranet-core";"category";"Intranet Notes Type.Other";"t";
"intranet-core";"category";"Intranet Notes Type.Phone";"t";
"intranet-core";"category";"Intranet Office Status.Active";"t";
"intranet-core";"category";"Intranet Office Status.Inactive";"t";
"intranet-core";"category";"Intranet Office Type.Main Office";"t";
"intranet-core";"category";"Intranet Office Type.Sales Office";"t";
"intranet-core";"category";"Intranet Operating System.Linux";"t";
"intranet-core";"category";"Intranet Operating System.Windows 2000";"t";
"intranet-core";"category";"Intranet Operating System.Windows 7";"t";
"intranet-core";"category";"Intranet Operating System.Windows 98";"t";
"intranet-core";"category";"Intranet Operating System.Windows NT";"t";
"intranet-core";"category";"Intranet Operating System.Windows Vista";"t";
"intranet-core";"category";"Intranet Operating System.Windows XP";"t";
"intranet-core";"category";"Intranet Partner Status.Active";"t";
"intranet-core";"category";"Intranet Partner Status.Announced";"t";
"intranet-core";"category";"Intranet Partner Status.Dead";"t";
"intranet-core";"category";"Intranet Partner Status.Dormant";"t";
"intranet-core";"category";"Intranet Partner Status.In Discussion";"t";
"intranet-core";"category";"Intranet Partner Status.Targeted";"t";
"intranet-core";"category";"Intranet Payment Type.Bank Transfer";"t";
"intranet-core";"category";"Intranet Payment Type.Check";"t";
"intranet-core";"category";"Intranet Payment Type.Cheque";"t";
"intranet-core";"category";"Intranet Payment Type.Wire Transfer";"t";
"intranet-core";"category";"Intranet Prior Experience.Large Project Work";"t";
"intranet-core";"category";"Intranet Prior Experience.Medium Project Work";"t";
"intranet-core";"category";"Intranet Prior Experience.Small Project Work";"t";
"intranet-core";"category";"Intranet Project On Track Status.Green";"t";
"intranet-core";"category";"Intranet Project On Track Status.Red";"t";
"intranet-core";"category";"Intranet Project On Track Status.Yellow";"t";
"intranet-core";"category";"Intranet Project Status.Canceled";"t";
"intranet-core";"category";"Intranet Project Status.Closed";"t";
"intranet-core";"category";"Intranet Project Status.Declined";"t";
"intranet-core";"category";"Intranet Project Status.Deleted";"t";
"intranet-core";"category";"Intranet Project Status.Delivered";"t";
"intranet-core";"category";"Intranet Project Status.Inquiring";"t";
"intranet-core";"category";"Intranet Project Status.Invoiced";"t";
"intranet-core";"category";"Intranet Project Status.Open";"t";
"intranet-core";"category";"Intranet Project Status.Potential";"t";
"intranet-core";"category";"Intranet Project Status.Qualifying";"t";
"intranet-core";"category";"Intranet Project Status.Quote Out";"t";
"intranet-core";"category";"Intranet Project Status.Quoting";"t";
"intranet-core";"category";"Intranet Project Type.Bug Tracker Container";"f";
"intranet-core";"category";"Intranet Project Type.Bug Tracker Task";"f";
"intranet-core";"category";"Intranet Project Type.Consulting Project";"t";
"intranet-core";"category";"Intranet Project Type.EDI Message Dev (WF)";"t";
"intranet-core";"category";"Intranet Project Type.Edit Only";"f";
"intranet-core";"category";"Intranet Project Type.Glossary Compilation";"f";
"intranet-core";"category";"Intranet Project Type.Linguistic Validation";"f";
"intranet-core";"category";"Intranet Project Type.Localization";"f";
"intranet-core";"category";"Intranet Project Type.Milestone";"f";
"intranet-core";"category";"Intranet Project Type.Other";"t";
"intranet-core";"category";"Intranet Project Type.Program";"t";
"intranet-core";"category";"Intranet Project Type.Proof Only";"f";
"intranet-core";"category";"Intranet Project Type.Service Level Agreement";"t";
"intranet-core";"category";"Intranet Project Type.Software Development";"t";
"intranet-core";"category";"Intranet Project Type.Software Maintenance";"t";
"intranet-core";"category";"Intranet Project Type.Software Release";"t";
"intranet-core";"category";"Intranet Project Type.Software Release Item";"t";
"intranet-core";"category";"Intranet Project Type.Strategic Consulting";"t";
"intranet-core";"category";"Intranet Project Type.Task";"f";
"intranet-core";"category";"Intranet Project Type.Technology";"f";
"intranet-core";"category";"Intranet Project Type.Ticket";"f";
"intranet-core";"category";"Intranet Project Type.Trans + Edit";"f";
"intranet-core";"category";"Intranet Project Type.Trans + Edit + Proof";"f";
"intranet-core";"category";"Intranet Project Type.Trans + Int. Spotcheck";"f";
"intranet-core";"category";"Intranet Project Type.Translation Project";"f";
"intranet-core";"category";"Intranet Project Type.Trans Only";"f";
"intranet-core";"category";"Intranet Project Type.Trans Only (Dynamic WF)";"f";
"intranet-core";"category";"Intranet Project Type.Unknown";"f";
"intranet-core";"category";"Intranet Qualification Process.Domain Expert";"t";
"intranet-core";"category";"Intranet Qualification Process.None";"t";
"intranet-core";"category";"Intranet Qualification Process.University Studies";"t";
"intranet-core";"category";"Intranet Quality.Average Quality";"t";
"intranet-core";"category";"Intranet Quality.Draft Quality";"t";
"intranet-core";"category";"Intranet Quality.High Quality";"t";
"intranet-core";"category";"Intranet Quality.Premium Quality";"t";
"intranet-core";"category";"Intranet Recruiting Status.Potential Freelancer";"t";
"intranet-core";"category";"Intranet Recruiting Status.Test evaluated";"t";
"intranet-core";"category";"Intranet Recruiting Status.Test received";"t";
"intranet-core";"category";"Intranet Recruiting Status.Test sent";"t";
"intranet-core";"category";"Intranet Recruiting Test Result.A - Test approved";"t";
"intranet-core";"category";"Intranet Recruiting Test Result.B - No the best...";"t";
"intranet-core";"category";"Intranet Recruiting Test Result.C - Test completely failed";"t";
"intranet-core";"category";"Intranet Release Status.0-Developing";"t";
"intranet-core";"category";"Intranet Release Status.1-Ready for Review";"t";
"intranet-core";"category";"Intranet Release Status.2-Ready for Integration";"t";
"intranet-core";"category";"Intranet Release Status.3-Ready for Integration Test";"t";
"intranet-core";"category";"Intranet Release Status.4-Ready for Acceptance Test";"t";
"intranet-core";"category";"Intranet Release Status.5-Ready for Production";"t";
"intranet-core";"category";"Intranet Release Status.6-Ready to be closed";"t";
"intranet-core";"category";"Intranet Release Status.7-Closed";"t";
"intranet-core";"category";"Intranet Report Status.Active";"t";
"intranet-core";"category";"Intranet Report Status.Deleted";"t";
"intranet-core";"category";"Intranet Report Type.Indicator";"t";
"intranet-core";"category";"Intranet Report Type.Simple SQL Report";"t";
"intranet-core";"category";"Intranet REST Object Type Status.Active";"t";
"intranet-core";"category";"Intranet REST Object Type Type.Default";"t";
"intranet-core";"category";"Intranet Risk Action.Delete";"t";
"intranet-core";"category";"Intranet Risk Status.Active";"t";
"intranet-core";"category";"Intranet Risk Status.Deleted";"t";
"intranet-core";"category";"Intranet Risk Type.Default";"t";
"intranet-core";"category";"Intranet Risk Type.External";"t";
"intranet-core";"category";"Intranet Risk Type.Internal";"t";
"intranet-core";"category";"Intranet Salutation.Dear Ladies and Gentlemen";"t";
"intranet-core";"category";"Intranet Salutation.Dear Mr.";"t";
"intranet-core";"category";"Intranet Salutation.Dear Mrs.";"t";
"intranet-core";"category";"Intranet Salutation.Hey Dude";"t";
"intranet-core";"category";"Intranet Segment Type.Paragraph";"t";
"intranet-core";"category";"Intranet Segment Type.Segment";"t";
"intranet-core";"category";"Intranet Segment Type.Sentence";"t";
"intranet-core";"category";"Intranet Segment Type.Word";"t";
"intranet-core";"category";"Intranet Service Catalog.End user support";"t";
"intranet-core";"category";"Intranet Service Catalog.Hosting service";"t";
"intranet-core";"category";"Intranet Service Catalog.Software update service";"t";
"intranet-core";"category";"Intranet Service Catalog.System administrator support";"t";
"intranet-core";"category";"Intranet Skill Business Sector.Automotive";"t";
"intranet-core";"category";"Intranet Skill Business Sector.Defense & Aerospace";"t";
"intranet-core";"category";"Intranet Skill Business Sector.Energy & Utilities";"t";
"intranet-core";"category";"Intranet Skill Business Sector.Financial";"t";
"intranet-core";"category";"Intranet Skill Business Sector.ICT & Technology";"t";
"intranet-core";"category";"Intranet Skill Business Sector.Manufacturing";"t";
"intranet-core";"category";"Intranet Skill Business Sector.Pharma & Biotech";"t";
"intranet-core";"category";"Intranet Skill Business Sector.Primary Sector";"t";
"intranet-core";"category";"Intranet Skill Business Sector.Public Sector";"t";
"intranet-core";"category";"Intranet Skill Business Sector.Services";"t";
"intranet-core";"category";"Intranet Skill Consulting Skill.Admin Training";"t";
"intranet-core";"category";"Intranet Skill Consulting Skill.Change Management";"t";
"intranet-core";"category";"Intranet Skill Consulting Skill.Consultant";"t";
"intranet-core";"category";"Intranet Skill Consulting Skill.Junior Consultant";"t";
"intranet-core";"category";"Intranet Skill Consulting Skill.Process Analysis";"t";
"intranet-core";"category";"Intranet Skill Consulting Skill.Project Management";"t";
"intranet-core";"category";"Intranet Skill Consulting Skill.Senior Consultant";"t";
"intranet-core";"category";"Intranet Skill Consulting Skill.User Training";"t";
"intranet-core";"category";"Intranet Skill Programming Language.Abap";"t";
"intranet-core";"category";"Intranet Skill Programming Language.C";"t";
"intranet-core";"category";"Intranet Skill Programming Language.C#";"t";
"intranet-core";"category";"Intranet Skill Programming Language.C++";"t";
"intranet-core";"category";"Intranet Skill Programming Language.Java";"t";
"intranet-core";"category";"Intranet Skill Programming Language.JavaScript";"t";
"intranet-core";"category";"Intranet Skill Programming Language.Objective C";"t";
"intranet-core";"category";"Intranet Skill Programming Language.Perl";"t";
"intranet-core";"category";"Intranet Skill Programming Language.PHP";"t";
"intranet-core";"category";"Intranet Skill Programming Language.Python";"t";
"intranet-core";"category";"Intranet Skill Programming Language.Ruby";"t";
"intranet-core";"category";"Intranet Skill Programming Language.Shell";"t";
"intranet-core";"category";"Intranet Skill Programming Language.SQL";"t";
"intranet-core";"category";"Intranet Skill Programming Language.Tcl";"t";
"intranet-core";"category";"Intranet Skill Programming Language.Visual Basic";"t";
"intranet-core";"category";"Intranet Skill SysAdmin Topic.DB DB2";"t";
"intranet-core";"category";"Intranet Skill SysAdmin Topic.DB MS-SQL Server";"t";
"intranet-core";"category";"Intranet Skill SysAdmin Topic.DB Oracle";"t";
"intranet-core";"category";"Intranet Skill SysAdmin Topic.DB PostgreSQL";"t";
"intranet-core";"category";"Intranet Skill SysAdmin Topic.OS AIX";"t";
"intranet-core";"category";"Intranet Skill SysAdmin Topic.OS HP-UX";"t";
"intranet-core";"category";"Intranet Skill SysAdmin Topic.OS Linux";"t";
"intranet-core";"category";"Intranet Skill SysAdmin Topic.OS OS-X";"t";
"intranet-core";"category";"Intranet Skill SysAdmin Topic.OS Windows";"t";
"intranet-core";"category";"Intranet Skill Type.Business Sector";"t";
"intranet-core";"category";"Intranet Skill Type.Consulting Skills";"t";
"intranet-core";"category";"Intranet Skill Type.Expected Quality";"t";
"intranet-core";"category";"Intranet Skill Type.LOC Tools";"t";
"intranet-core";"category";"Intranet Skill Type.Operating System";"t";
"intranet-core";"category";"Intranet Skill Type.Software Development";"t";
"intranet-core";"category";"Intranet Skill Type.Source Language";"t";
"intranet-core";"category";"Intranet Skill Type.Subjects";"t";
"intranet-core";"category";"Intranet Skill Type.Sworn Language";"t";
"intranet-core";"category";"Intranet Skill Type.System Admin";"t";
"intranet-core";"category";"Intranet Skill Type.Target Language";"t";
"intranet-core";"category";"Intranet Skill Type.TM Tools";"t";
"intranet-core";"category";"Intranet Skill Weight.Important";"t";
"intranet-core";"category";"Intranet Skill Weight.Negative Importance (avoid)";"t";
"intranet-core";"category";"Intranet Skill Weight.No Importance";"t";
"intranet-core";"category";"Intranet Skill Weight.Some Importance";"t";
"intranet-core";"category";"Intranet Skill Weight.Very Important";"t";
"intranet-core";"category";"Intranet Skin.default";"t";
"intranet-core";"category";"Intranet Skin.left";"t";
"intranet-core";"category";"Intranet Skin.lightgreen";"f";
"intranet-core";"category";"Intranet Skin.saltnpepper";"t";
"intranet-core";"category";"Intranet SLA Parameter Status.Active";"t";
"intranet-core";"category";"Intranet SLA Parameter Status.Deleted";"t";
"intranet-core";"category";"Intranet SLA Parameter Type.Default";"t";
"intranet-core";"category";"Intranet Task Action Type.download";"t";
"intranet-core";"category";"Intranet Task Action Type.upload";"t";
"intranet-core";"category";"Intranet Task Board Time Frame.15 Minutes";"t";
"intranet-core";"category";"Intranet Task Board Time Frame.1 day";"t";
"intranet-core";"category";"Intranet Task Board Time Frame.1 hour";"t";
"intranet-core";"category";"Intranet Task Board Time Frame.Full Time";"t";
"intranet-core";"category";"Intranet Task Board Time Frame.Side Project";"t";
"intranet-core";"category";"Intranet Ticket Action.Associate";"t";
"intranet-core";"category";"Intranet Ticket Action.Change Prio";"t";
"intranet-core";"category";"Intranet Ticket Action.Close";"t";
"intranet-core";"category";"Intranet Ticket Action.Close &amp; notify";"t";
"intranet-core";"category";"Intranet Ticket Action.Close Escalated Tickets";"t";
"intranet-core";"category";"Intranet Ticket Action.Delete";"t";
"intranet-core";"category";"Intranet Ticket Action.Duplicated";"t";
"intranet-core";"category";"Intranet Ticket Action.Escalate";"t";
"intranet-core";"category";"Intranet Ticket Action.Nuke";"t";
"intranet-core";"category";"Intranet Ticket Action.Re-Open";"t";
"intranet-core";"category";"Intranet Ticket Action.Re-Open &amp; notify";"t";
"intranet-core";"category";"Intranet Ticket Action.Resolved";"t";
"intranet-core";"category";"Intranet Ticket Class.Broken system or configuration";"t";
"intranet-core";"category";"Intranet Ticket Class.Browser issue: Information is rendered incorrectly";"t";
"intranet-core";"category";"Intranet Ticket Class.Bug/error in application";"t";
"intranet-core";"category";"Intranet Ticket Class.Extension/reduction of user permissions";"t";
"intranet-core";"category";"Intranet Ticket Class.Incorrect or incomplete documentation";"t";
"intranet-core";"category";"Intranet Ticket Class.Invalid data in system";"t";
"intranet-core";"category";"Intranet Ticket Class.Issues with backup & recovery";"t";
"intranet-core";"category";"Intranet Ticket Class.Issue to export data";"t";
"intranet-core";"category";"Intranet Ticket Class.Lack of user competency, ability or knowledge";"t";
"intranet-core";"category";"Intranet Ticket Class.Missing or bad master data";"t";
"intranet-core";"category";"Intranet Ticket Class.Network access to application unavailable or slow";"t";
"intranet-core";"category";"Intranet Ticket Class.New feature request";"t";
"intranet-core";"category";"Intranet Ticket Class.New user creation";"t";
"intranet-core";"category";"Intranet Ticket Class.Performance issues with application";"t";
"intranet-core";"category";"Intranet Ticket Class.Report does not show expected data";"t";
"intranet-core";"category";"Intranet Ticket Class.Requests for new/additional services";"t";
"intranet-core";"category";"Intranet Ticket Class.Security issue";"t";
"intranet-core";"category";"Intranet Ticket Class.Training Request";"t";
"intranet-core";"category";"Intranet Ticket Priority.1";"t";
"intranet-core";"category";"Intranet Ticket Priority.2";"t";
"intranet-core";"category";"Intranet Ticket Priority.3";"t";
"intranet-core";"category";"Intranet Ticket Priority.4";"t";
"intranet-core";"category";"Intranet Ticket Priority.5";"t";
"intranet-core";"category";"Intranet Ticket Priority.6";"t";
"intranet-core";"category";"Intranet Ticket Priority.7";"t";
"intranet-core";"category";"Intranet Ticket Priority.8";"t";
"intranet-core";"category";"Intranet Ticket Priority.9";"t";
"intranet-core";"category";"Intranet Ticket Status.Assigned";"t";
"intranet-core";"category";"Intranet Ticket Status.Assigning";"t";
"intranet-core";"category";"Intranet Ticket Status.Canceled";"t";
"intranet-core";"category";"Intranet Ticket Status.Can't reproduce";"t";
"intranet-core";"category";"Intranet Ticket Status.Closed";"t";
"intranet-core";"category";"Intranet Ticket Status.Customer review";"t";
"intranet-core";"category";"Intranet Ticket Status.Deleted";"t";
"intranet-core";"category";"Intranet Ticket Status.Duplicate";"t";
"intranet-core";"category";"Intranet Ticket Status.Executing";"t";
"intranet-core";"category";"Intranet Ticket Status.In review";"t";
"intranet-core";"category";"Intranet Ticket Status.Invalid";"t";
"intranet-core";"category";"Intranet Ticket Status.Invoicing";"t";
"intranet-core";"category";"Intranet Ticket Status.Modifying";"t";
"intranet-core";"category";"Intranet Ticket Status.Open";"t";
"intranet-core";"category";"Intranet Ticket Status.Outdated";"t";
"intranet-core";"category";"Intranet Ticket Status.Quote Sign-off";"t";
"intranet-core";"category";"Intranet Ticket Status.Quoting";"t";
"intranet-core";"category";"Intranet Ticket Status.Rejected";"t";
"intranet-core";"category";"Intranet Ticket Status.Resolved";"t";
"intranet-core";"category";"Intranet Ticket Status.Sign-off";"t";
"intranet-core";"category";"Intranet Ticket Status.Waiting for Other";"t";
"intranet-core";"category";"Intranet Ticket Status.Won't fix";"t";
"intranet-core";"category";"Intranet Ticket Telephony Request Type.Additional Line";"t";
"intranet-core";"category";"Intranet Ticket Telephony Request Type.New Telephony Line";"t";
"intranet-core";"category";"Intranet Ticket Telephony Request Type.Other";"t";
"intranet-core";"category";"Intranet Ticket Telephony Request Type.Restriction Settings";"t";
"intranet-core";"category";"Intranet Ticket Type.Bug Request";"t";
"intranet-core";"category";"Intranet Ticket Type.Change Ticket";"f";
"intranet-core";"category";"Intranet Ticket Type.Feature Request";"t";
"intranet-core";"category";"Intranet Ticket Type.Generic Problem Ticket";"t";
"intranet-core";"category";"Intranet Ticket Type.Incident Ticket";"f";
"intranet-core";"category";"Intranet Ticket Type.Nagios Alert";"t";
"intranet-core";"category";"Intranet Ticket Type.Permission Request";"t";
"intranet-core";"category";"Intranet Ticket Type.Problem Ticket";"f";
"intranet-core";"category";"Intranet Ticket Type.Project Request";"t";
"intranet-core";"category";"Intranet Ticket Type.Purchasing Request";"t";
"intranet-core";"category";"Intranet Ticket Type.Report Request";"t";
"intranet-core";"category";"Intranet Ticket Type.SLA Request";"t";
"intranet-core";"category";"Intranet Ticket Type.Telephony Request";"t";
"intranet-core";"category";"Intranet Ticket Type.Training Request";"t";
"intranet-core";"category";"Intranet Ticket Type.Workplace Move Request";"t";
"intranet-core";"category";"Intranet Timesheet Conf Status.Active";"t";
"intranet-core";"category";"Intranet Timesheet Conf Status.Deleted";"t";
"intranet-core";"category";"Intranet Timesheet Conf Status.Rejected";"t";
"intranet-core";"category";"Intranet Timesheet Conf Status.Requested";"t";
"intranet-core";"category";"Intranet Timesheet Conf Type.Timesheet";"t";
"intranet-core";"category";"Intranet Timesheet Task Dependency Hardness Type.Hard";"t";
"intranet-core";"category";"Intranet Timesheet Task Dependency Type.Depends";"t";
"intranet-core";"category";"Intranet Timesheet Task Dependency Type.FF (finish-to-finish)";"t";
"intranet-core";"category";"Intranet Timesheet Task Dependency Type.FS (finish-to-start)";"t";
"intranet-core";"category";"Intranet Timesheet Task Dependency Type.SF (start-to-finish)";"t";
"intranet-core";"category";"Intranet Timesheet Task Dependency Type.SS (start-to-start)";"t";
"intranet-core";"category";"Intranet Timesheet Task Dependency Type.Sub-Task";"t";
"intranet-core";"category";"Intranet Timesheet Task Fixed Task Type.Fixed Duration";"t";
"intranet-core";"category";"Intranet Timesheet Task Fixed Task Type.Fixed Units";"t";
"intranet-core";"category";"Intranet Timesheet Task Fixed Task Type.Fixed Work";"t";
"intranet-core";"category";"Intranet Timesheet Task Status.Active";"t";
"intranet-core";"category";"Intranet Timesheet Task Status.Inactive";"t";
"intranet-core";"category";"Intranet Timesheet Task Type.Standard";"t";
"intranet-core";"category";"Intranet TM Integration Type.External";"t";
"intranet-core";"category";"Intranet TM Integration Type.None";"t";
"intranet-core";"category";"Intranet TM Integration Type.Ophelia";"t";
"intranet-core";"category";"Intranet TM Tool.IBM Translation Workbench";"t";
"intranet-core";"category";"Intranet TM Tool.Trados 3.x";"t";
"intranet-core";"category";"Intranet TM Tool.Trados 5.5";"t";
"intranet-core";"category";"Intranet TM Tool.Trados 5.x";"t";
"intranet-core";"category";"Intranet TM Tool.Trados 6.x";"t";
"intranet-core";"category";"Intranet TM Tool.Trados 7.x";"t";
"intranet-core";"category";"Intranet Topic Status.Accepted";"t";
"intranet-core";"category";"Intranet Topic Status.Assigned";"t";
"intranet-core";"category";"Intranet Topic Status.Closed";"t";
"intranet-core";"category";"Intranet Topic Status.Needs Clarify";"t";
"intranet-core";"category";"Intranet Topic Status.Open";"t";
